puuid1,sumLevel1,sumRank1,championName1,champMastery1,role1,teamid1,puuid2,sumLevel2,sumRank2,championName2,champMastery2,role2,teamid2,puuid3,sumLevel3,sumRank3,championName3,champMastery3,role3,teamid3,puuid4,sumLevel4,sumRank4,championName4,champMastery4,role4,teamid4,puuid5,sumLevel5,sumRank5,championName5,champMastery5,role5,teamid5,puuid6,sumLevel6,sumRank6,championName6,champMastery6,role6,teamid6,puuid7,sumLevel7,sumRank7,championName7,champMastery7,role7,teamid7,puuid8,sumLevel8,sumRank8,championName8,champMastery8,role8,teamid8,puuid9,sumLevel9,sumRank9,championName9,champMastery9,role9,teamid9,puuid10,sumLevel10,sumRank10,championName10,champMastery10,role10,teamid10,winningTeam
oVSDS-_JXy5xnWm3_yZDqS__aMaGiuNrWmusaGUahKsi7ghXu2eMnTaClBw5bkggyhk6qBWcz1ccQQ,172,3.1,Shen,0,SOLO,100,jYHjDC1WFC_1YqNldzBESxEzERwh0wZq9gE58ccUHcAFKYmdS5BYSvHS_uLp8uIzMnLN6PxjrWIV8g,72,2.1,Udyr,0,NONE,100,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Ekko,0,SOLO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Ashe,0,CARRY,100,W-LJSGa4ubeTjHRvWy0XdZDdBOwwCtKxkkfiep-x964g6eXkE5lfK2a27qoUtuxtj174qdM3vxTsFg,438,4.4,Lulu,0,SUPPORT,100,4GjzhLv0-uYeRG5AUFiFgr0pelAxDtd7IZ1fFczpyh4pvUPiV_1NeZ3MYoXbzr_5iW93b5LkUhmDyQ,393,3.1,Mordekaiser,0,SOLO,200,b5u6JQ3gQ2rsf9BXQX201WkL7jwjHtFm_qS8_OC-OPbNXcuhRKInDZtK7VHO3At8PIrvImdlif6_ZA,418,4.4,Ezreal,0,CARRY,200,LZwSWKeibG49oEgBC8WmoFlnmRMbYb_FLhmY2LtQSAri9YH0jH7ZtQfvfoqlfzi5_-WkBiQCZD_rJw,342,4.2,TwistedFate,0,SOLO,200,7iDp-0BxYZWJ6Icr0Uh1lBoxFzsdcqbS3oWZcIuyFZz1yEMgpIpVqUi2Sjf0wzXwaRgwFhSjxpy86Q,265,4.3,Ivern,0,NONE,200,t8Rf0u58iZ5-KvpiIe6in6Kazpe6AgMwWV2C2YUs-7LVHbCAluXlH4aHmjbOU0-45nH4S7JaE8WM1Q,383,3.1,Lux,0,SUPPORT,200,1
aX3Oq_oVQM-H1LydR785LLTIiZsb1EDXqMs--KBRxwwp-hgvZSHoYpqj1Ub9zVJuGPpU-pyDBxoQrw,440,4.2,Irelia,0,SOLO,100,T6pGe6d58fpUJjtYitEWQUNC6sIbcIkhykDRnu33W0Jp3MqumZasD0UpSRPJEWfxgTijrY0e_RxvoQ,421,4.1,Rengar,0,NONE,100,DJdhS_QrU_tx2vHyKBnSGuU81LMwIt7h8zMMZRM6n0oBLgWx8EOWpNWIX27omlLDNL_MrFaKvI10uA,615,5.4,Seraphine,0,SOLO,100,YLteD_LIL-IqX_j32yb56gBx4pOseQM7knHNSAunwH0CuugbJAaj5r1EF2HZENjeyu0_ZHVBRVwcYQ,406,5.1,Jhin,0,CARRY,100,Nh3OUnv8mwkbHX_WtASD2cbGYoclRluTdMLHYriD_63Oiba3VqwIBgmD_WDusVEwrOg4PyBi0PO0qQ,173,3.2,Nami,0,SUPPORT,100,DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Gangplank,0,SOLO,200,5soHoEUtImIwpb4Tb50r02fen3x30ej96UQ0jDYmlXO3rn3neXZCL8FtL-dsXuwQ6h2jAxKOWGwHNA,175,4.2,Ekko,0,NONE,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Yone,0,SOLO,200,oVSDS-_JXy5xnWm3_yZDqS__aMaGiuNrWmusaGUahKsi7ghXu2eMnTaClBw5bkggyhk6qBWcz1ccQQ,172,3.1,Ashe,0,CARRY,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Sett,0,SUPPORT,200,0
DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Gangplank,0,SOLO,100,46wNZZg49nIN9EFVcAdf4MFRZJpWTLu8R6uwgJh2leGd0ZfdYbcrs9Y8OOlezCOACdMqZCuTU0Wi6Q,286,4.1,Gragas,0,NONE,100,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Katarina,0,SOLO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Ezreal,0,CARRY,100,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Nautilus,0,SUPPORT,100,w3MwF6-8VKS9oJY3LncNwfjnCpuANKcSgmC3Ktv5HsT0NVwlBtC1oVa09LWE1u6x0UN5EYiOUDssVQ,253,6.4,Hecarim,0,SOLO,200,KbECNYSzUkdxvY0ziCUixPs7bGlBQiLFs7K-sSLISzmX4CfvndpSACMBvZjuV7NuAVIaBatjGm671Q,424,5.2,Aphelios,0,CARRY,200,rgGar4XXZqS5gLObnJ5JRzZNMZWjvZwIQQ91N2ynlZXyFzhv0vsR9sI-f3ZIxDN7qPtaXZLbbA3KWQ,42,4.2,Fizz,0,SOLO,200,CH2ljEd_jqKUt8lYTk3fPkXFZPT_-zb7UgZvbXa4IFEeG4lilB96LRLIFv02O1mLz3ANOxmDOcMeoQ,43,5.4,Warwick,0,NONE,200,akiT8UmUvYzT4frG_fBbYZgcYdjNUizsIEtxGQ2skUZvZL2VxpkB_S4zHBt8I2zru0niQrQsu-A-mg,171,5.4,Bard,0,SUPPORT,200,1
E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Nasus,0,SOLO,100,lXnUmEc8-qUh71dCbkqyQ7CHUnfbE-RbGmd3z3Xu_yDAcal4iiTyjYLJ1nlBcMveVLV156wfGXLvfQ,197,3.2,Khazix,0,NONE,100,DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Akali,0,SOLO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Ashe,0,CARRY,100,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Pyke,0,SUPPORT,100,OKL2qZvxQCBjD0LYmxAFcaYqGmc7juSXVVkNA2Um3LQvis6O1S2hHamwy6_nQhBcEHA9zoUignmeJg,143,3.1,Jayce,0,SOLO,200,vmtLDL_dO79EhyePFiRAJzjA-7z7sq4WYdO9hmQ2weo9fmWRS-A8BXts8hOCZs1Kny0FD4l-yNEZMQ,239,3.2,Karthus,0,NONE,200,Kg7YfQMKiS39VWNVeMTp9oked68fo4x2yqbY0aXT2wmpNYbXO6vanHSXnPuGZ4ttEIOwyC6eEQ9EnA,352,5.3,Azir,0,SOLO,200,wodDkMtRftW5jxzUd2A5bieVhJmtDNSIh2gp6KnpvNK2oUMWGnvrcJNPVaDTQzFLKnBoPSr1bntvJw,30,0.0,Lucian,0,CARRY,200,J76yft3aDXvmPtMONh5I7b8pPA0hcI09dnzlxbvuzLohhyQs6JyS4tKgno8c74JCwSUu9CgLIaRLhw,148,4.4,Thresh,0,SUPPORT,200,0
6qAMKLjiTrBiAJUAcZylycRlVXzEh8zPUrmHmI5wTZVr-8wtys5xPI8DY-0HFoqX7V1YmzQofFPkwg,35,4.4,Illaoi,0,SOLO,100,26LVcAcLOW_ddLQb38WNNRKksReb-KQGPOqhM-UGF1pIVSBXYxS4HJCxNWT9WACleuLPM8bVvh05Cg,192,4.4,MasterYi,0,NONE,100,uILLVQsAfZmGGdj-9u-xBXlHl_8oEy-yX21yUQTX8RxGvn4sUH3tQJET6EMEcSImd7NaQoUqgNXWrQ,256,5.3,Quinn,0,SOLO,100,Z4v_ELq0rFCnBfgFhFTDJr8_px0NNZL6WtxJudDDQ2aCkUYIM-eaPIuZ1wOe_k8F-9V4_tUiv3oYkQ,73,5.4,Zilean,0,CARRY,100,um0yOQ39ElYpgV0YQauePzwJP_5R-nArx3ZQ6_A6kw7s31maJXfY_svi7Y_pTsOsUdtFMlMqeOaoBQ,56,0.0,Thresh,0,SUPPORT,100,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Aatrox,0,SOLO,200,Tbf9CUugAigwTHKeeuToyNDtQe17LShoabl51JTDz6jK57PxWdgDzJclebY9Wc6WSP5DR_o10TaRVw,310,0.0,Rengar,0,NONE,200,DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,TwistedFate,0,SOLO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Varus,0,CARRY,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Bard,0,SUPPORT,200,1
drklEPwGnASBBY-C3wn49YeEoIto3IAJGQ-2W009vo0nV5VH1_vEh89LMynXg8equd7dkUEMx1L1ng,339,6.3,Shyvana,0,SOLO,100,D9h2wXHPjfWyz1tnP_tLgfCultDoDme_8IWtzo6Taa3ISDwEgB34rfsslAilK-CHaGAj2G98xhFp2g,64,4.2,Khazix,0,NONE,100,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Yasuo,0,SOLO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Caitlyn,0,CARRY,100,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Morgana,0,SUPPORT,100,-9ikH_06nrpmWGEmJoLsuPPAlW5k-PaDic5ivWixARa_cAFTE6zaM3ibqcHKMn-kzRNDDqLurdYCBQ,454,4.1,Gangplank,0,SOLO,200,sHprn3NDh2C7nllfwnlZGbYMuG2hxoc1yBlhu_GATtpaoPFt3OSOkT1sgCqDQPxrN9npog-CAYTFNA,29,0.0,Skarner,0,NONE,200,vQiUidTqA45kIhQ3ZrlirD0oiTFsdh8W0VrUB3RWj4ef_kjnsR7XL2Wdj4vXpD6p1AXWVVNkyazkZQ,298,4.1,Viktor,0,SOLO,200,qLjjDcPBy3J4k4tV49bYhmS-lDd6uUAc8dGB304yy00-8ZQjTHBcJ_5rvN6CoMYanOS9hW6FbpjE6g,384,4.1,Tristana,0,CARRY,200,ZVyBmFvH-YNH3gknvAU69WfTg1hT9kI_eJcfYQ6EaLVwXiB0w3RifYpV6W0x0s1hw5HHIXX8Y5WwzQ,316,5.3,Thresh,0,SUPPORT,200,0
qvwIW3_sbgsdvjb2b4gKszvBJVpxOjfJVktlbWtXSYt7LZTtqY_xFN9bbg6Z_dwfY-KshDfDrBnNgA,425,5.2,Twitch,0,SOLO,100,4NFuby1AGcB_y5CF19-eaN-ZnYZ9tRBBoxh4oudWbeF0AFMIO5n8hLZluUf663c9qOcGinNKDOV8hQ,445,5.4,FiddleSticks,0,NONE,100,sc0VB8mJJ6wwpXsPk4cbqAlDZvPB7-X6Jex6odf5UHQ_9BXOQLB1CL-jnqtdIg6g_pRxc0FDEZ9yUg,401,6.2,TwistedFate,0,SOLO,100,c9SR7H5CD6Yv_50u269FwBB4dGxfa5ZgVgkN4d6-YKwz8X2BUBtJ5nTC8YTov8lEXVg42g_b-ffw9Q,374,5.1,Aphelios,0,CARRY,100,xniif9CL6YHKbmKil3M34-avE7FOgYG9TxEmEODWcxYot8krxJrcn7269-06QcWARHJs1yInudlbjg,330,4.3,Zyra,0,SUPPORT,100,Pt1GqtO--AEQPoAQb59PjhNpSx6g-FCf2utC9HqHm3-UU7hEKQFhpxMrhZVR9GVSWFacTvSug2lLRg,489,5.4,Viego,0,SOLO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,LeeSin,0,NONE,200,ePncPmqxM_jx1um-diyr5kjGcN-7aY4gbnEV51RdCunm4-MRVOCLqkTRhbF71X4lWSrsLWsLqjS-QA,426,5.4,Syndra,0,SOLO,200,3uYhgzIQwRtppVdEvM_JvwF1tZE8dYrRCsuWFsyJDbMkKUf4Vj5usMs1NEb7Z0TuZ4EDUV18-J5agg,325,0.0,Ezreal,0,CARRY,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Rakan,0,SUPPORT,200,1
SKPp-w0Nv_CZcDfYwkfNprTKYXh-grVmyfgX60-Ch3IHPIl7pxpRQuLIV421kaG7PAyJqHF2lhEMJw,325,5.2,Chogath,0,DUO,100,f9C7Doq95laH2gVFCKXXPEJfR10CF-WsGt6J03JG5iPblJbOUujPV6lHmLJUQtDHZvtFE5rcbwYZvA,222,0.0,Lillia,0,NONE,100,tuOdyTiLIO0ekpR9qHdZg_cPVC7T868y_oYzJb4BpDEeORK18YODsuVvXp44v1H7suodmpomxjwPnA,273,5.3,Nocturne,0,DUO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Varus,0,CARRY,100,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Thresh,0,SUPPORT,100,u4JoNCFRP_--KkaYHUfEDO1e86Io1Ebg6vdakY-SD4NZwojgpqEbFhRqNXgG2mUCkdHPRt7e1GGNlw,203,5.4,Riven,0,SOLO,200,rfLA9wel05Z0uh3Q7WtofLbOzYndv48QN-4l3FBOKdQj0_I1GLCuh70tzK-vZNS1BGpmH3fDpdeUTQ,250,4.1,Taliyah,0,NONE,200,E7btRNpqxXL_XYt4rawsMTecoxTgAd_GeeLTBhqTcMWez3oz6TkuoBVdKwBxs3ID0be7wq9Yj16mdA,377,5.3,Syndra,0,SOLO,200,oP40rCgTfe3xAclK96kd_LSiB7RfFR27KdGzOUwyD-mSK16qfCichFJb3aeadHXLJc9u8ImsAfj2hw,143,5.1,Senna,0,CARRY,200,w7atNVay_Qv0YiT3KP7cDKiwJn0SzIW59m-ddB4lc2D3mrFCfu6-HqVLgtrE0lrcDYR2sUpAxbcSMw,206,5.2,Rell,0,SUPPORT,200,0
yBeVPBa7uYajD-ZJegpdbgzAab5TfZkxLHVKEXPCmhD7DkSNSnarqWg8RYV09oKverrtggAYu5LIrg,220,3.1,Vi,0,SUPPORT,100,9okT8MCQj7FebUfg47BMT_RrRS-JMmVTGyBbr1cNdO3X9vWCr0zSnDZh_4_p-HXKiiZQvOML2KflEQ,206,3.3,Nasus,0,SUPPORT,100,e3PwGujQ8kvybXIq3hsef9XEid1wkn_WwsxjI6mF5ZvEC3nQeaV0lo7p6iqLtS4aflxfhE-MLEHSQA,173,0.0,Karma,0,SUPPORT,100,a-26qbS61EWrrP50dqxBMmicY5Ccu0vaYadQx8S4pNgPzW87wIyMOnA6_hkHPZZUqIpRJh7b3UGVZQ,165,0.0,Sejuani,0,SUPPORT,100,9JL2m_2r4tR0Lij3TKzB5L0pZ6nH3HvskBTnbDxjCmVkygR_KVVzp-BcIGETs6y7C2rktZDGaoSgGg,240,3.4,Rakan,0,SUPPORT,100,jYHjDC1WFC_1YqNldzBESxEzERwh0wZq9gE58ccUHcAFKYmdS5BYSvHS_uLp8uIzMnLN6PxjrWIV8g,72,2.1,Anivia,0,SUPPORT,200,oVSDS-_JXy5xnWm3_yZDqS__aMaGiuNrWmusaGUahKsi7ghXu2eMnTaClBw5bkggyhk6qBWcz1ccQQ,172,3.1,Lillia,0,SUPPORT,200,W-LJSGa4ubeTjHRvWy0XdZDdBOwwCtKxkkfiep-x964g6eXkE5lfK2a27qoUtuxtj174qdM3vxTsFg,438,4.4,Zilean,0,SUPPORT,200,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Lucian,0,SUPPORT,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,MissFortune,0,SUPPORT,200,1
NtXKJ4mx4Sat4fH3qqB9dvAbG1VbXRtZ7rFR2flAsTsXvhjcLnGk5wgs4stkUeS8jvbNSCcJYlktFQ,265,4.1,Orianna,0,DUO,100,oVSDS-_JXy5xnWm3_yZDqS__aMaGiuNrWmusaGUahKsi7ghXu2eMnTaClBw5bkggyhk6qBWcz1ccQQ,172,3.1,Leblanc,0,CARRY,100,W-LJSGa4ubeTjHRvWy0XdZDdBOwwCtKxkkfiep-x964g6eXkE5lfK2a27qoUtuxtj174qdM3vxTsFg,438,4.4,Soraka,0,SUPPORT,100,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Trundle,0,SUPPORT,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,TwistedFate,0,SUPPORT,100,rh2q34oPweSc2_cOLnBwayyRu1Eo_3Klm-CPv2lP6FTQTI0lftPKYYVV4mcSGcWnjBkJ6glc4G3EpA,215,3.2,Ivern,0,SUPPORT,200,SKGlbxFYe6d2VVmr3PFDKuSEoljCgqXbIQPxFXuByo_wkspBFKK0KTeP0ouso2ZTf3NKd_Lqyh4scw,217,4.4,Nasus,0,SOLO,200,NciqweXp32eRQNLejuV1iIswUKrfXaJ-zcWhOW8Cobl4iadbQZduREeclMAqX08GPQ8tEExrS6Qtlw,122,0.0,Ekko,0,SOLO,200,qqXyebNAgMfX-a-QXUq4HLgOkaEVpN_47x5xLoQHNRWUNiqz9J7PE7JElkaRwHe43qssnY3FbVjZQg,135,0.0,Viego,0,CARRY,200,ZOd_SrTiiuZeNIwRZPlxIVd4zO6TMC0Tt0BQTyCLIdMRoJweAz2OLTTktfaKE1f_gw1q778_YhQgEA,303,0.0,Taliyah,0,NONE,200,1
Uq_PWOuQs4NOceb9YxSgFCRp-BIZZZyhIqMrZsh5CfTWq-uVLPJmxbeX1qT2dteqzTkAuBGRNoUAoQ,105,2.2,Lulu,0,SUPPORT,100,_-CXcllL4lLAq2tkCtOPcWzYNcD4nz2BoXWpz-NHtc5qbtbg_tajGO1wmRHPct23kFytZj65fQP3bg,256,4.1,Evelynn,0,SOLO,100,C4OA76WfLu6ovDRjeFVKSYjf07dipfF9WD-lo4y6j4gtqaK3A1eHKkXQCUi0fvW2RsrGtp1VLuwo5A,212,5.2,Ashe,0,SUPPORT,100,CC77A7Ok_WPYZXNdWo0IqItg1qrqCU1xZWfgi7NI69GKg4AnjDx8bqiA5areCWZDtD0xtshefrND1A,204,3.4,Fiora,0,SUPPORT,100,09baBEJ7axCwiHTPNAdPHG_MfeNiCdCvIDvauJe0NE4UWK3n3rbQ5Y01GwYP5jcSb-PLo6lW6KH6xw,135,0.0,Heimerdinger,0,DUO,100,vwBb4PSv8xcgzZQH1kUJUmkdgBbTCECiuopSU8MCosqvb5XLH_gMIg7vDxGvN-ip6NMKJ0Zeg8YWWg,310,4.4,Chogath,0,CARRY,200,oVSDS-_JXy5xnWm3_yZDqS__aMaGiuNrWmusaGUahKsi7ghXu2eMnTaClBw5bkggyhk6qBWcz1ccQQ,172,3.1,Fizz,0,SUPPORT,200,W-LJSGa4ubeTjHRvWy0XdZDdBOwwCtKxkkfiep-x964g6eXkE5lfK2a27qoUtuxtj174qdM3vxTsFg,438,4.4,Elise,0,SOLO,200,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Nasus,0,NONE,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Yone,0,NONE,200,0
IcHkU1Eggu5hWaVi-ATapVn51CMxfAd6pRv7Qdth1sCIxaTg-mt6INeVaJTq90m1TpaWDVr8MwN43Q,37,5.4,Jax,0,DUO,100,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Syndra,0,DUO,100,3uYhgzIQwRtppVdEvM_JvwF1tZE8dYrRCsuWFsyJDbMkKUf4Vj5usMs1NEb7Z0TuZ4EDUV18-J5agg,325,0.0,LeeSin,0,NONE,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Ezreal,0,CARRY,100,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Thresh,0,SUPPORT,100,4Ip2qF5a4EYme2FUYepqvbfnh9TBM0gumYrhP6AHtTp8g9UdxpfUUssUnPuGcCgnrnEjV2pRDitTVQ,511,5.1,Renekton,0,SOLO,200,z7QtFALw2Yc20KpEsw20LILgwX7B-Tx5SPY4mEocxSqaSHkRrsSrV-m5Prvo3L9CoatBW74KtbRgTw,244,4.2,Nidalee,0,NONE,200,HkQYllJVrMCpo2PN2O-aScCDwz2HQhqnJitOBzNde7xUHcXwbAAzFXxVSur0k6ixpboh3HnzpRGRGw,254,5.1,TwistedFate,0,DUO,200,zd7k_IWSGYJ3UfYA7dGW4ugSJKSn9LMp6b3Hwp-mll3OeNOIGcPrjSJaYZdT-Z2ugHZ_2n7R3rR0rg,73,4.2,Lucian,0,DUO,200,D73h-KZom874vluLHPb1sKBWqbN8KpuhcmEN9zGWjZblw5NCL_ia363yjwJfDaTFIhF5fX9OO48QUQ,178,5.2,Lux,0,SOLO,200,0
A2X2S1-MXb4x4b0VO2u8Q7iiw8MvlOQNSaO6rbltLC8044Pw2gUbPfm96ghfvND-aZ3BeEJVM04CgA,170,3.4,Ahri,0,SUPPORT,100,KtIegAx6Ot1ih9vsWPNG8Y4xjFF0YdQYhl3SkuKGS6rlXG_4hoA2JCiynLL_j_sAFB6Jo2Tcv0kxaw,216,6.4,Ornn,0,SUPPORT,100,jsim1fOTlFeeKJSIE3uGV37YnGWIR_hgUa0e5LFJWHpnQ9kburekAq5Ww242sV8yj3AFa6GMWHSe-g,221,3.2,Singed,0,SUPPORT,100,uw8VE3jBxf3ouD-188doNRS8A1eEL2A1WEU4lkrXQlg_3cj0C8HoiwZ16rJifkYC5HSbxrKc6VOXdA,322,6.1,Syndra,0,DUO,100,zBpED-lANprU1vMbrhsYoBfqWkf1cOoxeUWcNKWJpJsIrGnAfmSdTCMo5mc6Izg9_JrD1Vc_b4GqZQ,100,0.0,Ashe,0,SUPPORT,100,jYHjDC1WFC_1YqNldzBESxEzERwh0wZq9gE58ccUHcAFKYmdS5BYSvHS_uLp8uIzMnLN6PxjrWIV8g,72,2.1,Brand,0,SUPPORT,200,oVSDS-_JXy5xnWm3_yZDqS__aMaGiuNrWmusaGUahKsi7ghXu2eMnTaClBw5bkggyhk6qBWcz1ccQQ,172,3.1,Bard,0,SUPPORT,200,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Varus,0,SUPPORT,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Ezreal,0,SUPPORT,200,FRDYczZcYPslkapPlAwacxzcfb23Xw7JvLwywsiEC7UIV5JiOyVo3TCuALfJ8oNHlxLTpZm34-d69w,46,4.1,LeeSin,0,SUPPORT,200,1
jYHjDC1WFC_1YqNldzBESxEzERwh0wZq9gE58ccUHcAFKYmdS5BYSvHS_uLp8uIzMnLN6PxjrWIV8g,72,2.1,Gragas,0,DUO,100,oVSDS-_JXy5xnWm3_yZDqS__aMaGiuNrWmusaGUahKsi7ghXu2eMnTaClBw5bkggyhk6qBWcz1ccQQ,172,3.1,Sona,0,DUO,100,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Alistar,0,DUO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Galio,0,DUO,100,FRDYczZcYPslkapPlAwacxzcfb23Xw7JvLwywsiEC7UIV5JiOyVo3TCuALfJ8oNHlxLTpZm34-d69w,46,4.1,Bard,0,DUO,100,0qkEZc_f9wjXN3NcxXHKX_obIr_CQ2dOfwAnujBala0635Tmv6JzdCE6GCYAS_7KPIzxo_wuhEKatw,245,5.4,Warwick,0,DUO,200,p89f48qYva8FzFz_Hmz4bbOtHaNEb0FFD6SN46_8W0KIOwBSyg8Pul4d38zK_xUGn6kwulyCN5QU7A,320,5.2,Camille,0,DUO,200,6d1ejAUQ5y-HViOCwarWZNXks9ghS9bi1nvwMTFidQAcfkxHF4H-4lzAb2lNtHHv9ktgx63955Ibaw,233,3.1,MissFortune,0,DUO,200,Zr0qlA6Ym1bTwquhkDL1qZRZM-jhF3ORQ7jDgbkdnpJra6ur0ae-7KBTSQIL0m8zR1FGVuxgXjC7iQ,363,5.4,Ivern,0,DUO,200,HF1z49zwJUBmpxVGyZbpGOluW_YIDIUXw9-RedrPuVuT9GWCqCj_U9W4XN2m-srM7i9MxeOCpP6oBA,365,4.2,Syndra,0,DUO,200,1
