puuid1,sumLevel1,sumRank1,championName1,champMastery1,role1,teamid1,puuid2,sumLevel2,sumRank2,championName2,champMastery2,role2,teamid2,puuid3,sumLevel3,sumRank3,championName3,champMastery3,role3,teamid3,puuid4,sumLevel4,sumRank4,championName4,champMastery4,role4,teamid4,puuid5,sumLevel5,sumRank5,championName5,champMastery5,role5,teamid5,puuid6,sumLevel6,sumRank6,championName6,champMastery6,role6,teamid6,puuid7,sumLevel7,sumRank7,championName7,champMastery7,role7,teamid7,puuid8,sumLevel8,sumRank8,championName8,champMastery8,role8,teamid8,puuid9,sumLevel9,sumRank9,championName9,champMastery9,role9,teamid9,puuid10,sumLevel10,sumRank10,championName10,champMastery10,role10,teamid10,winningTeam
T2BzlF63IvD8LarFlOqOEvcYTEKV0bF6_gF7R0_c_-WdlLu8ca7-2lByNDKheFrp_GnGspkBbReYIg,155,4.2,Sett,0,SOLO,100,zI_XElSUZk5q_dBdginHX22pIDotFX07vQ5jEOmWBXGNSfyvqfWctCsszzzH3Ijq5SStSxO6I5_gPw,290,6.4,Warwick,0,NONE,100,OND-3hu38QhUgRLQDlM5dKagxG_9-82wKW4VrF9cvpciyYFrcjFWusb87F6HL2WGhO4RiGko8wKCPw,254,4.3,Yasuo,0,NONE,100,iJJizfH9eOn9xUYzGd9E-ZVQ2iwUOeuEGJc_QcR5642RUgHMsUT2S22syT2_g56h1gqbmKuAeLgfLw,60,5.4,MissFortune,0,CARRY,100,AZXO1ZY9utDS4qHC9dzJx8i7NEy5dkQm3Pz3OyLu1wvk4iUuoBPlSgRrxlSdVPqw54IRtznM_mpZMQ,648,5.2,Xerath,0,SUPPORT,100,6D2VQXxOYohkLk7_qP5V4r3JOk-hF5XX_IHCyOCsK7ti0to0WVBnhFTX5WglZ1y0kjSrnDlVv5pVvg,159,0.0,Tryndamere,0,SOLO,200,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Nautilus,0,NONE,200,DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Ahri,0,SOLO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Ezreal,0,CARRY,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Braum,0,SUPPORT,200,0
_7oWU9pd8NlMFfcIsEqhJznQvbaw4zOYxSoMtNIDhZxpND-gmeNb2dhE5lRTTB2iijEh6dB3Lw7m_A,238,4.2,Sylas,0,SOLO,100,TrMcXBiz62qWF1Xi1SDF4peOWpRO8KEzPudIyuvlFmkRiZURb_OzBCzNctJjU275terBCiq_mmyeMQ,34,0.0,Zed,0,NONE,100,Q8abZ3nuQFWuyuZDgCyhYsA05GVRpg-dR_VYmhSbeJbA36DDDn6mjWY84MGb2kBRDUHtPogHtJ0TIA,93,3.4,Riven,0,SOLO,100,W6aR-mK-K7XXF_AFykU5jfG0DWkDvW6ZxJuegJHRCeD2Tzc0-ZljfafQo4BIr3EoDamwtyorisxsSg,436,5.4,Neeko,0,CARRY,100,WqzPAJvOA7eTE8r6e7wgLKFtTya9niivnaQ09SDIiQZLtODmMG9S5aDi_OjcZOYbF6gB4t7NCkNpjw,279,3.1,Leblanc,0,SUPPORT,100,DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Gangplank,0,SOLO,200,i9D5bwSCC9kZ1H1htOUURxoO63RRvebsReTqAMkXiiUehaPgy3rx-dL357A0ALbP_H3afZDYy4BwSg,165,3.1,LeeSin,0,NONE,200,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Ekko,0,SOLO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,KogMaw,0,CARRY,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Nautilus,0,SUPPORT,200,0
DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Gangplank,0,SOLO,100,mP3wGbBGIgubrxUT5YNA3fAA3hXTZKIAPFmteyL6z06IBQwZcUZFqG7k90YS6v4W9X4eR6F6UXhO1w,259,4.1,Kindred,0,NONE,100,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Ekko,0,SOLO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Kalista,0,CARRY,100,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Braum,0,SUPPORT,100,Z57WvTMqI5cfxCsmcZvjSGkipXcqI0lrdKNm6J3im9raZh0mNuKx_0xMozaECMKNw4bL6svqpzZMSQ,263,0.0,Ornn,0,SOLO,200,Xd4JRjsrT81rWy1eCxunS-FevjsPusWU5l-SOrvH5ktfz_54q8kTIEle5xAXDkIgyugxiTAFA0dVVQ,217,0.0,RekSai,0,NONE,200,iPNMFz_KoHId19VnaH53H-smqMAo5lxnTomYXe43Z4uNOHgmQcF723rloQe1oAMEFmOLENfs6bwRYw,263,5.1,AurelionSol,0,SOLO,200,eTuhALK44eUbIyLbXNgWyU3IyQIRrG_7PrN9jUClDuG_lZL8mORjFvjSfUSqFjT-_FYmYd59bUfktQ,194,4.4,Ashe,0,CARRY,200,zeSzkt1VQvJLFRe66pWL8ncvkauJeiLnjaySz5JSTcRqLe14MUjH076wFx4x7dA2RVltaNu_MRr7tA,104,0.0,Karma,0,SUPPORT,200,1
DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Gangplank,0,SOLO,100,ShoiJE8w-M_WWuGQPkVQhcI-lOGwxXL4XTZZA2eHVbEhZRa-V1vPc2u50l1fJ8v6edkNdJpzuitmQw,80,0.0,JarvanIV,0,NONE,100,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Orianna,0,SOLO,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Varus,0,CARRY,100,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Leona,0,SUPPORT,100,U3mMZqgG27OzHLx51sgAmaE29d-GIPomuCSb4o4mjtjwkc0oTfJi19EOaWT1nqznd543EwdDdnkrVA,473,4.4,Sion,0,SOLO,200,ICAzYTVbhBOP2ZPe31kSV28oVZfrJP8IQoCbO0iU51bZSPtyBdw1t1PQ27AjA7spmmp706BtFNVQlA,398,4.4,Morgana,0,NONE,200,Jr3i9dTCHxPORNZmAkbePjHH2O7abp8fk5251c2KzDNBThCo3IFVqlM2NmCtg6axBxOo6ZD9Mv2LOA,135,4.4,Velkoz,0,SOLO,200,PDh8va0IQtaVBkPrs0CRXUPLoawhbsab43qjQERrsCzdgI4tP6biEaiS0ODzg6riZR0irSh7vCdG9Q,341,0.0,Tristana,0,CARRY,200,omSfdFrd69nJgKEsSFmnkjiHtlWHQ3mhtlujCN_WWvps89oGcjC3db2a8sxXLLX1DG7z02rO1lGipg,369,5.1,Xerath,0,SUPPORT,200,1
MINX9FrEvB3lddTMs1GYtNkax5zqaI1mJ-p3VLzpKuKPSNR1FRZ0tz61_iKR3Tl4WZeS4QKAA6YC7g,77,5.1,Tryndamere,0,SUPPORT,100,azbzjOZjJvZZDdbas3sT6mECIs9wGNRPvkjvx5blO9GnxYujzXHGrkCVKxYGePUho7Z8OmXdEQHtFQ,32,0.0,MasterYi,0,SUPPORT,100,7_tRvzgXekcLDyIu-NKP2fQjpLdgS9GXL33w5vtOUPCUF6LzBEz61y0T9AfropdRldeBME-xUtt86w,560,8.1,Ziggs,0,DUO,100,zQk8o90Ch3ZBFgWOqCQWHf9Sqm7eIeBvgDPKRNsL63aP43cViscKo4Ep0-1aW9VNJ2dvVWTOR7Yrtg,112,5.3,Kaisa,0,SUPPORT,100,TD8Ea6OrmHA55V0M7ouAGIHsleTpzoQ2ylkQih0sREJCZe-3i4ZMGWk-NdbabL4tgYggpL_osYxUzA,30,0.0,Rell,0,SUPPORT,100,DZ-Bi8V55N2D5iwdLNxjBy24oZlScythzmE3yWBwPFsZo6MOq_1aKPvrUIMpHwQmJs9nhfMMmWjCAQ,405,0.0,Gangplank,0,SUPPORT,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Rumble,0,SUPPORT,200,E27LLCSD0KfSoG9t4IvH_D2ec_S2PLyg3dLrq3Dh_6-N2oV59cxs20v9uxKwHRGUQpzZpMVLg_rDtw,164,4.4,Talon,0,SUPPORT,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Jinx,0,SUPPORT,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Bard,0,SUPPORT,200,0
UdjInaySSHnXCslJGizVB8T9vDzpTgEpO5jujLNkHVFZ5Pl8geutrdB4WWxCybsa8yUNE7H0tTc-_w,410,0.0,Seraphine,0,SUPPORT,100,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Ziggs,0,SUPPORT,100,W-LJSGa4ubeTjHRvWy0XdZDdBOwwCtKxkkfiep-x964g6eXkE5lfK2a27qoUtuxtj174qdM3vxTsFg,438,4.4,Jayce,0,SUPPORT,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Jhin,0,DUO,100,4ia6rczCSwdNnqKd7uuncrX3khWTwFDtSp6PIHSGp_73gW3jXG7WTWSQ8JdzckoEj0dIWWoNAVZDJw,251,2.3,Leona,0,SUPPORT,100,NlszGDbrsJkNKUGkpoN1lp3AXV_xpp2SQOHtMo5IrH73WbmfaBkOOdv1I8F-29lg-ajr360eQaJDVw,196,0.0,Aatrox,0,SUPPORT,200,hfVEs3lGjXmDlUCp6-8QReJH80JrnWz7GE3j2aJ64RnKq7tvzKwQ53UBznHaw4TetCznw8KpUxfiGw,410,4.1,Ahri,0,SUPPORT,200,WW_ZsJoE1n0QhpdGX30cR1vZcgOLOssq5OW5q3UeI6s3E15BEhg29b0Y_-y7K5s5T27gTIjtI1U_mQ,437,5.1,Corki,0,SUPPORT,200,htihCTML7EFNHFRs2ngaPwGZ2GUcIuZACiBoUIxbXi7AZkPIFrgfrYslHgBiM6AW2q0qMJZSVB8PEw,292,4.3,Blitzcrank,0,SUPPORT,200,134_5CSpoJT0FmawWLLQRy2r6IfVgUEG6FCZ5UcwpFbImXtMk6_3Ih3yIIBxvGxtKXwCgo-3YX3S9Q,367,0.0,Karma,0,SUPPORT,200,0
p9TZZy__3_b-jpwDSSfOuLEcHvqOeOyXLP0X8PN59jyB-4wqWxujzWqJwuLquT2nKPf3hIB1_XUFHA,64,6.1,Kayle,0,SOLO,100,JKzWo58XRMfhlnOx18eXSdVqcUMUvtoDls1eZJjw_U4J-lKQrliKTo2hMHgMU-XE8GZx_PJW1aZr1A,240,5.1,Zed,0,NONE,100,gxMCunCGBGoW_4f1VK65CUqyiXqe5QMILdW52OQ5uMucnf2sNinVleqzbTXbYTRmm4kYSaZmV3QXrQ,29,0.0,Irelia,0,SOLO,100,VTJ-BVU0xU9_eyn5bUX1Vuua6PJH0PMUeRWdq0dHqk7fWAphH6FTowLDclfesJ-mMCXqpbENhCCdKA,34,0.0,Viktor,0,CARRY,100,7zHsMBmdSzZl9zcl_FqaHOArhBx24WbKmsBdYd9QWvkw-u-1zMYCUouwCIlQ0_LFEkf77WaTrWeDEw,435,5.3,Shaco,0,SUPPORT,100,R4M1K3z1eYYlPcyyOTltdMOofXpux0_dAXBQ3CubM_zNL_D5QWkqCsnMPiqO5ZhWJsw90b7-BUlhqg,301,5.1,Kled,0,SOLO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Sett,0,NONE,200,3uYhgzIQwRtppVdEvM_JvwF1tZE8dYrRCsuWFsyJDbMkKUf4Vj5usMs1NEb7Z0TuZ4EDUV18-J5agg,325,0.0,Lillia,0,SOLO,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Draven,0,CARRY,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Zilean,0,SUPPORT,200,0
8D4Jk3y6A5fYuC0cMTTSwx_OqIQ8abb77wQF96MbDiNFAyHsNn3h6pvN9ZYQSzCqJo0mSKM6QShPig,301,5.1,Riven,0,SUPPORT,100,hBD3jsT8xqfIKC7o4k6zunJBAez1IXCfXeXKuF955wRp0phobGns98LVIIy0jAavD5ycOppYlpmlpw,383,5.1,Diana,0,SUPPORT,100,0X6pUxrWNtAl7Y6NKiiMtrN5EFMta0DaqpYNKEg3AX3PXZBikwsyol5hkQJAb4Hb_YYk4vdZNpKh1w,415,5.2,Azir,0,SUPPORT,100,7GVFYj_Pz3iTpyJ_ToQ0DinAzmhc1sPThnuXTAwK9heWFcZy0HnjEfIsiMXyeQmzg28FQj5EGGs0BQ,485,4.3,Aphelios,0,DUO,100,T2n0Y3XzhsWFT9mOXNUT2qgMaffVXa4GAYQb_jVSiTnbLgNKp4oPMj3vPK6FM-deJ3mXK1kK0Ivltw,475,6.2,Senna,0,SUPPORT,100,CT43DpFROzTB5VHDC_6JBB9BPZJXOPQTjQOwfGSgEYhjpTX9F7yIGzZ0xWWGQuDpAl9uo7kzDOmVGw,544,5.3,Nasus,0,SUPPORT,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Sett,0,SUPPORT,200,3uYhgzIQwRtppVdEvM_JvwF1tZE8dYrRCsuWFsyJDbMkKUf4Vj5usMs1NEb7Z0TuZ4EDUV18-J5agg,325,0.0,LeeSin,0,SUPPORT,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Samira,0,SUPPORT,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Nautilus,0,SUPPORT,200,1
2Y6Vdbde9Q3l4ZxCMX6pxs-bSQA_ctRkEI1WrOpkQFfQuTgVV8sWv2HKnO7ZMFMkVYvBRIzc0CwbuA,442,4.1,Jayce,0,SUPPORT,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,MasterYi,0,SUPPORT,100,3uYhgzIQwRtppVdEvM_JvwF1tZE8dYrRCsuWFsyJDbMkKUf4Vj5usMs1NEb7Z0TuZ4EDUV18-J5agg,325,0.0,Katarina,0,SUPPORT,100,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Samira,0,DUO,100,SYvBlfNgB900JINNbib-yPjz3fBybGnHOQ8kIwb4DtPbyUVPCm2KgpgSY5uxrBxNoJtZ4HydF8TQBg,53,4.1,Senna,0,SUPPORT,100,2MervlaQBsSCCBEUu3fUVP_Im3-kkPJzJ-6AP8ySSfVLQo2hUKB7RE5Q8CVuK-D9btn3cByxyW6lTA,50,5.1,Fiora,0,SUPPORT,200,Rhsh67CdAIeMzsgTGPDMMZxtw4Cq7_wK4xXdz2TtCfexUt1SyabAF1_1HUH64vAb_LsTLdobSQNawA,505,0.0,LeeSin,0,SUPPORT,200,lYxuupjdpb3zAirDrL_2nfTwGrkCkRSWCXLRuZSbKWdZXcLw86tB1CdRlDNvq0GWdRF2aLwNqrh41w,317,5.1,Zoe,0,SUPPORT,200,nyqLFe_xP3dQ041zCLrgL75KhZueAPrEbmAyhjJPiWOV6nDgw7CRi6DKkFLeRBAJ_m-XAPt2oh_nBw,367,6.1,Kaisa,0,SUPPORT,200,iwXALP8VepcW-0l_C_S9Z43kB5cCP_LIJnhrte35UahLM_XS98sB6BqVpMqkVPdLxb3EiWkNJmdpug,261,0.0,Karma,0,SUPPORT,200,1





JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,MissFortune,0,NONE,100,1




H089TIwxAbKZAaOhSyu73CKFESCYTCStvMp86t2VXNiZYuHnfq0u6HS5uUevtZcQc-mdbtA1v2drCA,80,3.3,Akali,0,SOLO,100,eUVAyG6q9qA3H0j163-zzeqh57FXfm1wGJI-ptyrbrZbZpvFAf5Z7BXheUfcnGzOKbY4EYL6niHM0A,250,0.0,LeeSin,0,NONE,100,8x9oa1shNQ0Vua2jryGeXWJH2NWrPPSCAwR164QaTHWJn94lDLw-kSrnIyCBvWSbBb31E15UFz_z5A,400,6.2,MonkeyKing,0,CARRY,100,yhY_pPXeJSGAt6Tdh7ZY3mGEcaOmr5PTlJAPEr0cSW-ZvHi7PS4-lrGlKXqKlgi4bgu5z-qpYQCTDA,580,6.4,Samira,0,SOLO,100,GxWLH_dz0J-6a3sBpCm1eOy76GeSrFh1hG0ZOxsbxdV9v-e1yLMAYxOdnmrEnvXcyvomrSu5kjCEqA,272,5.3,Janna,0,SUPPORT,100,XYPJUq-C4Z1XLAgHJlwr7479RNUlau1QbYG8AjQese9HKa1S_1gTqpy9eERAVzM4SOy0ycT3xfDcvg,34,4.1,Gangplank,0,DUO,200,qr65yR7x2tkWE0GtE9KajF0LhVcEX4R3ylzF1VhF5Dtm524yhTSqRB5MsU9D_KY1_HhHCzzMEJwnwA,201,6.3,Poppy,0,NONE,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Irelia,0,DUO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,KogMaw,0,CARRY,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Morgana,0,SUPPORT,200,0
1HhUb4S_7Bvdpk_RZRz2hrWEBn80LZAbPV7_tyAj_JyrzcgWDE0kbjazbIl65GujoSZuniNm4XWXgA,344,0.0,Sett,0,SOLO,100,goluDbQLxe6Tu_9AD3_XFSSoUJEGBI24HCL1EzrHcle5EYgS0FvJSU2th7n0RvahEv100wV2H7XKgw,161,6.3,FiddleSticks,0,NONE,100,F7-IzPzncEUabuJQiSnHRt_8AYbQVE9kZ_ivhaxln3eDyFqJRU456OXEMkuoZK6nBGNETNavi3QAuA,386,5.4,Lissandra,0,SOLO,100,yhY_pPXeJSGAt6Tdh7ZY3mGEcaOmr5PTlJAPEr0cSW-ZvHi7PS4-lrGlKXqKlgi4bgu5z-qpYQCTDA,580,6.4,Jhin,0,CARRY,100,GxWLH_dz0J-6a3sBpCm1eOy76GeSrFh1hG0ZOxsbxdV9v-e1yLMAYxOdnmrEnvXcyvomrSu5kjCEqA,272,5.3,Janna,0,SUPPORT,100,X8wfeCnUV2NDMv68ohei2N-A7WkutZ503EkZMTDy8FspEsxKyEWuMEjp_LxGyS0fDbMQQr_d6BbHWQ,101,4.2,Kayle,0,SOLO,200,MgFyH6lBThGVwzy6hSIIuNerEfX5S_BWHMDvojaJNhLfUbPz18g2Ie1tlm69j0rOrfLzWEXGCuA1fw,267,4.3,Rumble,0,NONE,200,0dSLVkTLht8XT75X7JdgGbQTuJD1h6k24lnqGhKBQi8r0yLf6GrUaOci8_zjqjvChbuM3WyxIEBZRQ,395,5.3,Yasuo,0,SOLO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Varus,0,CARRY,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Pyke,0,SUPPORT,200,0
0ip_3zhrdM3BY7SG0EwiOqaaER8uysXHMd4sVS2pGZ_fJx3L-dRnJ2Cb7NTq1TS0mE7gd3CJEM85ig,312,5.4,Renekton,0,SOLO,100,RiaVkaaRtJ7ryc7jt4RORjje_upYr1eOUH-3Y7XIzuffZZJLRCx8j57JwI-YzDwQN854pvlsYf4iaA,149,7.1,Rumble,0,NONE,100,FcSEarIJ202nF4hHAU88Bx4GSy1kghE5-27kJKjupOkNNSbd-q7DxcwGut6m8WrZWKrHV4ROPTfFVw,430,5.3,Katarina,0,SOLO,100,PPL6plTn_CNRlw8D8buMcReskwL_8K5XRVEGA--TeIkKb0OWHhNjVRsmNi10nzT-zH8m2dhUnGML2Q,168,6.3,MissFortune,0,CARRY,100,OsTNay0g6qO436puoaSbEjZhDCI6oYzW6XSuZCX-9R5UuVvybzWl2WvGpXioty3qPn8W080SjOMntA,326,6.4,Karma,0,SUPPORT,100,o-3_RCdc-9g_vhbnSLpSYxWqacni4id5V4o_1HW5ia1lsJTP8Q5Cv8dCLiReYyRLG61-uQqw37EWDA,49,4.1,Fizz,0,SOLO,200,F7kUnIYjLTgkHDxQUnA1kVo6j6FO7TiP2IJ_0_cu6CmU595e7Ttcwj-aNG1zZQ4x7Rc5AhBvKd427Q,251,4.1,Diana,0,NONE,200,I97bkPAoUhH-jSVpPmsmFkEMJUQdJQZDZVQhYMQwQBb_s0lyqUUtElRflahVQ8-UN0wa4ay29RVIHA,311,6.2,Kayle,0,SOLO,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Kaisa,0,CARRY,200,KW0xIlu_nWoMPutLNmm1zB1m4QiLFqB5vuOyzpqv9cESQ4IiSpPESjEGk_tQODFqHRJfWI-FmZ3hSg,349,0.0,Nautilus,0,SUPPORT,200,1
92QP-0OpsN_Xz-ooqE3NgL4wSXoiWLlzrzM4vSVEYlU0_Sx-3-nVuy5WB57B4Vnealijmj5S28Jiyg,40,0.0,Yone,0,SUPPORT,100,Lfnq0sps9a7WYjQ96JC9SdT6R1P-WTo7teuQF_DE20ko8TR-wwQaKdohd5ZNnOdPYM58qDdf2LTj3Q,489,4.1,Nidalee,0,SUPPORT,100,HITq5bYf0wujU3JHWd7crAKxn9ADVFQtLNUC9yI-5Wt7c69ChtOu7AQ3guAgZMduFrR0Meu_9kXLWw,37,0.0,Azir,0,SUPPORT,100,PIuSF7xuqDmT28LRQtuEw5LcpMZORjyEJmclt2PW53UKFwvZF7MlcgVqfhSLvSSjaOSf6y4B2dUGBA,518,6.3,Varus,0,SUPPORT,100,9mga7tAvFTwqt2rqlp6BLqQ7z9QLx9g1hOJIykNuEEX0rXHdwUc_l3-E6MEmlE-qL1V8N8KerksyIw,367,6.3,Senna,0,SUPPORT,100,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Gwen,0,SUPPORT,200,l81aMb4Ou4Zh5L2o1nNcBh_9SgvCKZADjYVLXQ2txXFk2skUGuxGxldX7Soxx9o06dgqtKNLKooU2g,322,5.1,Ekko,0,SUPPORT,200,3uYhgzIQwRtppVdEvM_JvwF1tZE8dYrRCsuWFsyJDbMkKUf4Vj5usMs1NEb7Z0TuZ4EDUV18-J5agg,325,0.0,Lucian,0,DUO,200,GdxRZI76H-kMZUR4w4k0L0jTS3p9D-q1qhHOcnXBFRnWUGMn2wdPZWgR73pn8wDU3RlsM_VjN1_EtA,323,5.1,Ezreal,0,SUPPORT,200,NNGYG4-c7pms6f3VexNp31w82XQieJ_fGOY30JL1E-7re3bcb8iH-V4pj26YZ1Vlc1SRPZly0HAOVQ,334,6.3,Lux,0,SUPPORT,200,1
FMvanQm0aCbURHBsM58i7u5VnAm5_eyhE1g2SLaAl4125JPQpnAB0vaKpFnpxJQfAaXXrPOKXcr9qg,289,5.2,Akali,0,DUO,100,_lqN3rMxPkk0bMLPkTdTA9Zd-CvuCj2mu5TIyLVmUDKOdLmlwzLnZ7meWlqhVpY4vlc_L3KA5CIXlA,37,5.2,Tryndamere,0,SUPPORT,100,P3lk3k2yOC4ZvH4mbEWQbR_X5kY70OgmKi06p-E7xz5ASHnanF3U-hZosORUxH-fzCavBhElIhWJUw,33,3.3,Viego,0,SUPPORT,100,GdxRZI76H-kMZUR4w4k0L0jTS3p9D-q1qhHOcnXBFRnWUGMn2wdPZWgR73pn8wDU3RlsM_VjN1_EtA,323,5.1,Ashe,0,SUPPORT,100,NNGYG4-c7pms6f3VexNp31w82XQieJ_fGOY30JL1E-7re3bcb8iH-V4pj26YZ1Vlc1SRPZly0HAOVQ,334,6.3,Seraphine,0,SUPPORT,100,4Y4fu7mvfpraHamHHkUoWpZQ29ZSvmspBkTIBiEcP44IqyBTieSG3D1dDmdDpwk2TRx0co0dV6D5VA,40,2.1,Darius,0,SUPPORT,200,uZJVDY8VrNz8IXSM-KozydEmYu52AbT_vMJMPAgUYgVD116jDetg3Lru6dVA8EFLPQRGUocFtLlpQQ,254,5.1,Hecarim,0,SUPPORT,200,OuFhpYb9xwcJ9y7-jt81C8w3OJerzCcXHpwKXbtwc3j803ypRihs20q1PWApoITm1d3K0Z1TrTZBOA,30,0.0,Samira,0,SUPPORT,200,3uYhgzIQwRtppVdEvM_JvwF1tZE8dYrRCsuWFsyJDbMkKUf4Vj5usMs1NEb7Z0TuZ4EDUV18-J5agg,325,0.0,Lux,0,SUPPORT,200,JE2OA4NhplDQq3vd_BR_zkMj17LTP3R9K2yq2zphdSOxAHQxrxtkeX6TMDctzveiae3p48FOPhW_Rg,393,0.0,Kaisa,0,SUPPORT,200,0


